_RAJ2000,_DEJ2000,RAhms,DEdms,pc,HIP_2,HD_2,mag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,MK,Ref_SpT,BCv_2,Mbol,log(L/Lsun),Habex,HIP_2a,L-A,L-B,Hab,SR1,SR3,lists_2,logR'HK,RefR'HK,kms,RefVsini,Msun,SpT,HIP_2b,Teff,HD_2a,notes,K,eTeff,ref_Teff,BCv_2a,cms,elog(g),ref_logg,Sun,e[Fe/H],ref_FeH,Rsun,Solar Twin?,N(<6500K),N(vsini),N(F7-K9),lists_2a,Sample,Name,solRad
177.67383,1.7647179,11 50 41.29,+01 45 55.4,10.929,HIP_57757_,HD_102870_,3.59,0.518,0.015,91.5,0.22,HIP2,3.4,Sun-like,F9V,1973ARA&A..11...29M,-0.05,3.35,0.557,54,HIP_57757_,1,0,1,0,0,2,-4.88,Isaacson10,3.6,Glebocki05,1.14,F9V,HIP_57757_,0,HD_102870_,,6083,41,2014A&A...564A.133J,,4.08,0.01,2014A&A...564A.133J,0.24,0.01,2014A&A...564A.133J,1.71,0,1,2,1,2,MUST,HIP_57757,2.2806971890891
236.87125,-37.916313,15 47 29.41,-37 54 56.9,15.26,HIP_77358_,HD_140901_,6.01,0.715,0.006,65.5328,0.0477,GaiaDR2,5.09,Sun-like,G7IV-V,2006AJ....132..161G,-0.125,4.97,-0.091,_,HIP_77358_,1,1,0,0,0,2,-4.783,BoroSaikia18,1.8,Glebocki05,0.96,G7IV-V,HIP_77358_,1,HD_140901_,slightly active,5584,18,2013A&A...555A.150T,,4.4,0.04,2013A&A...555A.150T,0.08,0.01,2013A&A...555A.150T,0.962,0,1,2,1,2,MUST,HIP_77358,1.0916103061737
5.0177503,-64.874794,00 20 01.91,-64 52 39.4,8.587,HIP_1599_,HD_1581_,4.23,0.576,0.01,116.46,0.16,HIP2,4.56,Sun-like,F9.5V,2006AJ....132..161G,-0.06,4.5,0.096,30,HIP_1599_,1,1,2,0,0,4,-4.839,Henry96,4.9,Glebocki05,1.11,F9.5V,HIP_1599_,0,HD_1581_,,5977,12,2008A&A...487..373S,,4.51,0.03,2008A&A...487..373S,-0.18,0.01,2008A&A...487..373S,1.041,0,1,2,1,4,MUST,HIP_1599,0.847359352649497
147.77939,-43.50279,09 51 06.68,-43 30 05.9,11.285,HIP_48331_,HD_85512_,7.67,1.156,0.012,88.6158,0.0406,GaiaDR2,7.41,Sun-like,K6V(k),2006AJ....132..161G,-0.77,6.64,-0.759,_,HIP_48331_,1,1,0,0,0,2,-4.589,Schroder09,0.9,Glebocki05,0.65,K6V(k),HIP_48331_,1,HD_85512_,active,4400,45,2013A&A...555A.150T,,4.36,0.1,2013A&A...555A.150T,-0.26,0.14,2013A&A...555A.150T,0.718,0,1,2,1,2,MUST,HIP_48331,1.19692689940465
26.017012,-15.93748,01 44 05.13,-15 56 22.4,3.65,HIP_8102_,HD_10700_,3.49,0.727,0.007,273.96,0.17,HIP2,5.68,Sun-like,G8V,1989ApJS...71..245K,-0.14,5.54,-0.319,8,HIP_8102_,1,1,3,1,0,6,-4.958,Baliunas96,0.9,Glebocki05,0.94,G8V,HIP_8102_,1,HD_10700_,quiet,5331,43,2014A&A...564A.133J,,4.44,0.02,2014A&A...564A.133J,-0.49,0.01,2014A&A...564A.133J,0.812,0,1,2,1,6,MUST,HIP_8102,0.995560431583035
180.18521,-10.446014,12 00 44.37,-10 26 41.4,12.697,HIP_58576_,HD_104304_,5.54,0.76,0.021,78.7565,0.1206,GaiaDR2,5.02,Sun-like,G8IV,2006AJ....132..161G,-0.14,4.88,-0.057,73,HIP_58576_,1,1,1,0,0,3,-5.04,Isaacson10,1.8,Glebocki05,0.94,G8IV,HIP_58576_,1,HD_104304_,quiet,5510,15,2005PASJ...57...27T,,4.33,0.05,2005PASJ...57...27T,0.25,0.02,2005PASJ...57...27T,1.028,0,1,2,1,3,MUST,HIP_58576,1.28253027967027
330.84024,-56.785976,22 03 17.44,-56 46 47.3,3.639,HIP_108870_,HD_209100_,4.69,1.056,0.016,274.8048,0.2494,GaiaDR2,6.89,Sun-like,K4V(k),2006AJ....132..161G,-0.51,6.38,-0.654,9,HIP_108870_,1,1,3,1,0,6,-4.559,Henry96,1.4,Glebocki05,0.72,K4V(k),HIP_108870_,1,HD_209100_,active,4649,36,2013ApJ...764...78R,,4.63,0.01,2013ApJ...764...78R,-0.19,0.07,2013ApJ...764...78R,0.726,0,1,2,1,6,MUST,HIP_108870,0.642787802911154
243.90529,-8.369442,16 15 37.13,-08 22 05.7,14.131,HIP_79672_,HD_146233_,5.49,0.652,0.009,70.7675,0.1119,GaiaDR2,4.74,Sun-like,G2Va,1989ApJS...71..245K,-0.085,4.65,0.034,87,HIP_79672_,1,1,1,0,0,3,-4.93,Radick18,2.7,Glebocki05,1.02,G2Va,HIP_79672_,1,HD_146233_,quiet,5814,3,2014A&A...572A..48R,,4.45,0.01,2014A&A...572A..48R,0.06,0.0,2014A&A...572A..48R,1.025,2,1,2,1,3,MUST,HIP_79672,0.972898709453773
6.4378004,-77.25424,00 25 39.20,-77 15 18.1,7.459,HIP_2021_,HD_2151_,2.82,0.618,0.008,134.07,0.11,HIP2,3.46,Sun-like,G0V,2006AJ....132..161G,-0.065,3.39,0.539,24,HIP_2021_,1,1,2,1,0,5,-4.996,Henry96,3.4,Glebocki05,1.08,G0V,HIP_2021_,0,HD_2151_,quiet,5873,45,2014A&A...564A.133J,,3.98,0.02,2014A&A...564A.133J,-0.04,0.01,2014A&A...564A.133J,1.797,0,1,2,1,5,MUST,HIP_2021,2.8712276479518
247.11726,-70.084404,16 28 27.80,-70 05 04.8,12.177,HIP_80686_,HD_147584_,4.9,0.555,0.016,82.1233,0.1712,GaiaDR2,4.47,Sun-like,F9V,2006AJ....132..161G,-0.05,4.42,0.127,67,HIP_80686_,1,1,1,0,0,3,-4.516,BoroSaikia18,2.4,Glebocki05,1.14,F9V,HIP_80686_,1,HD_147584_,active,6030,77,2013ApJ...764...78R,,4.43,0.03,2013ApJ...764...78R,-0.08,0.04,2013ApJ...764...78R,1.061,0,1,2,1,3,MUST,HIP_80686,1.01875001303093
261.43848,2.1114223,17 25 45.57,+02 06 51.5,7.715,HIP_85295_,HD_157881_,7.54,1.359,0.011,129.6231,0.0286,GaiaDR2,8.1,Sun-like,K7V,2002AJ....123.2002H,-0.95,7.15,-0.965,_,HIP_85295_,1,1,0,0,0,2,-4.451,BoroSaikia18,3.5,Glebocki05,0.63,K7V,HIP_85295_,1,HD_157881_,active,3941,101,2005ApJ...626..446R,,4.68,0.03,2007ApJS..168..297T,0.19,0.08,2015ApJ...804...64M,0.706,0,1,2,1,2,MUST,HIP_85295,0.572885232365496
310.04898,-23.773867,20 40 11.44,-23 46 30.0,14.677,HIP_101997_,HD_196761_,6.36,0.719,0.005,68.1348,0.0682,GaiaDR2,5.53,Sun-like,G7.5IV-V,1989ApJS...71..245K,-0.133,5.39,-0.262,_,HIP_101997_,1,1,0,0,0,2,-4.92,Wright04,1.8,Glebocki05,0.95,G7.5IV-V,HIP_101997_,1,HD_196761_,quiet,5414,16,2013A&A...555A.150T,,4.46,0.05,2013A&A...555A.150T,-0.31,0.01,2013A&A...555A.150T,0.841,0,1,2,1,2,MUST,HIP_101997,0.950752831098101
2.8160717,-15.467978,00 11 15.91,-15 28 02.4,17.99,HIP_910_,HD_693_,4.89,0.487,0.012,55.587,0.3324,GaiaDR2,3.61,Sun-like,F8V_Fe-0.8_CH-0.5,2006AJ....132..161G,-0.04,3.57,0.466,129,HIP_910_,1,1,1,0,0,3,-4.962,Schroder09,4.8,Glebocki05,1.18,F8V_Fe-0.8_CH-0.5,HIP_910_,1,HD_693_,quiet,6169,30,2005PASJ...57...27T,,4.07,0.06,2005PASJ...57...27T,-0.34,0.02,2005PASJ...57...27T,1.497,0,1,2,1,3,MUST,HIP_910,2.33382145110929
224.36667,-21.415476,14 57 27.35,-21 24 40.6,5.882,HIP_73184_,HD_131977_,5.72,1.024,0.015,170.0112,0.0851,GaiaDR2,6.87,Sun-like,K4V,1989ApJS...71..245K,-0.51,6.36,-0.649,17,HIP_73184_,1,0,3,0,0,4,-4.484,Henry96,3.5,Glebocki05,0.72,K4V,HIP_73184_,1,HD_131977_,active,4744,44,2005ApJS..159..141V,,4.76,0.06,2005ApJS..159..141V,0.12,0.03,2005ApJS..159..141V,0.701,0,1,2,1,4,MUST,HIP_73184,0.476505181281355
