Day,Mauna Kea,Kitt Peak,Calar Alto,Las Campanas,Sutherland,Siding Spring
339,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
340,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
341,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
342,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
343,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
344,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
345,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
346,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
347,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
348,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
349,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
350,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
351,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
352,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
353,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
354,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
355,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
356,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
357,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
358,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
359,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
360,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
361,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
362,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
363,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
364,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
365,0.795,0.6093052,0.31163708086785,0.945012264922322,0.634594594594595,0.65
