Day,Month,CTIO,CalarAlto1,CalarAlto2,KPNO,LaSilla,Magellan,MaunaKea,MMT,SSO,Sutherland,WIYN
40,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
41,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
42,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
43,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
44,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
45,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
46,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
47,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
48,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
49,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
50,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
51,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
52,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
53,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
54,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
55,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
56,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
57,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
58,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
59,2,0.93,0.355072463768116,0.404339250493097,0.62,0.972514147130154,0.761688406705966,0.66999996,0.592515592515592,0.65,0.537837837837838,0.5176634
60,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
61,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
62,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
63,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
64,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
65,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
66,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
67,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
68,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
69,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
70,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
71,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
72,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
73,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
74,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
75,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
76,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
77,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
78,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
79,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
80,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
81,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
82,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
83,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
84,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
85,3,0.96,0.407608695652174,0.398422090729783,0.61,0.920845272206304,0.761688406705966,0.72,0.735966735966736,0.65,0.537837837837838,0.6640001
